drug rxcui code,class code,drug,class
213169,32968,clopidogrel,Platelet Aggregation Inhibitors
213169,32968,clopidogrel,Purinergic P2Y Receptor Antagonists
213169,32968,clopidogrel,Platelet aggregation inhibitors excl. heparin
213271,136411,sildenafil,Vasodilator Agents
213271,136411,sildenafil,Phosphodiesterase 5 Inhibitors
213271,136411,sildenafil,Urological Agents
213271,136411,sildenafil,Drugs used in erectile dysfunction
213468,140587,celecoxib,"Anti-Inflammatory Agents, Non-Steroidal"
213468,140587,celecoxib,Cyclooxygenase 2 Inhibitors
213468,140587,celecoxib,Other antineoplastic agents
213468,140587,celecoxib,Coxibs
213469,140587,celecoxib,"Anti-Inflammatory Agents, Non-Steroidal"
213469,140587,celecoxib,Cyclooxygenase 2 Inhibitors
213469,140587,celecoxib,Other antineoplastic agents
213469,140587,celecoxib,Coxibs
213641,1514,Betamethasone,Anti-Inflammatory Agents
213641,1514,Betamethasone,Glucocorticoids
213641,1514,Betamethasone,Anti-Asthmatic Agents
213641,1514,Betamethasone,Corticosteroids acting locally
213641,1514,Betamethasone,Corticosteroids
213641,1514,Betamethasone,"Corticosteroids, potent (group III)"
213641,1514,Betamethasone,"Corticosteroids, potent, other combinations"
213641,1514,Betamethasone,Glucocorticoids
213641,1514,Betamethasone,Corticosteroids
213641,1514,Betamethasone,Glucocorticoids
213641,1514,Betamethasone,"Corticosteroids, plain"
213641,1514,Betamethasone,Corticosteroids/antiinfectives/mydriatics in combination
213641,1514,Betamethasone,Corticosteroids
213641,1514,Betamethasone,Corticosteroids
213641,1514,Betamethasone,"Anti-Infective Agents, Local"
213641,1514,Betamethasone,Antifungal Agents
213641,1514,Betamethasone,14-alpha Demethylase Inhibitors
213641,1514,Betamethasone,Antiinfectives and antiseptics for local oral treatment
213641,1514,Betamethasone,Imidazole and triazole derivatives
213641,1514,Betamethasone,Imidazole derivatives
214182,161,Acetaminophen,"Analgesics, Opioid"
214182,161,Acetaminophen,Antitussive Agents
214182,161,Acetaminophen,Narcotics
214182,161,Acetaminophen,"Analgesics, Non-Narcotic"
214182,161,Acetaminophen,Antipyretics
214182,161,Acetaminophen,Anilides
214182,161,Acetaminophen,"Analgesics, Opioid"
214182,161,Acetaminophen,"Anti-Inflammatory Agents, Non-Steroidal"
214182,161,Acetaminophen,"Analgesics, Opioid"
214182,161,Acetaminophen,Antitussive Agents
214182,161,Acetaminophen,Narcotics
214182,161,Acetaminophen,Opium alkaloids and derivatives
214488,3289,Dextromethorphan,Antitussive Agents
214488,3289,Dextromethorphan,Excitatory Amino Acid Antagonists
214488,3289,Dextromethorphan,Antitussive Agents
214488,3289,Dextromethorphan,Excitatory Amino Acid Antagonists
214488,3289,Dextromethorphan,Opium alkaloids and derivatives
214488,3289,Dextromethorphan,Expectorants
214488,3289,Dextromethorphan,Expectorants
225852,6313,Leucovorin,Antidotes
225852,6313,Leucovorin,Vitamin B Complex
225852,6313,Leucovorin,Detoxifying agents for antineoplastic treatment
225852,6313,Leucovorin,Antidotes
225852,6313,Leucovorin,Vitamin B Complex
226754,121191,rituximab,"Antineoplastic Agents, Immunological"
226754,121191,rituximab,Immunologic Factors
226754,121191,rituximab,Antirheumatic Agents
226754,121191,rituximab,Monoclonal antibodies
226827,18631,Azithromycin,Anti-Bacterial Agents
226827,18631,Azithromycin,Macrolides
226827,18631,Azithromycin,Antibiotics
235355,10454,Thiamine,Vitamin B Complex
235355,10454,Thiamine,"Vitamin B1, plain"
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Hypoglycemic Agents
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Hypoglycemic Agents
235743,6809,Metformin,Biguanides
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235743,6809,Metformin,Combinations of oral blood glucose lowering drugs
235830,32937,Paroxetine,Serotonin Uptake Inhibitors
235830,32937,Paroxetine,"Antidepressive Agents, Second-Generation"
235830,32937,Paroxetine,Cytochrome P-450 CYP2D6 Inhibitors
235830,32937,Paroxetine,Serotonin Uptake Inhibitors
235830,32937,Paroxetine,"Antidepressive Agents, Second-Generation"
235830,32937,Paroxetine,Cytochrome P-450 CYP2D6 Inhibitors
235830,32937,Paroxetine,Selective serotonin reuptake inhibitors
238083,6130,Ketamine,Analgesics
238083,6130,Ketamine,"Anesthetics, Dissociative"
238083,6130,Ketamine,Excitatory Amino Acid Antagonists
238083,6130,Ketamine,Other general anesthetics
238154,161,Acetaminophen,"Analgesics, Non-Narcotic"
238154,161,Acetaminophen,Antipyretics
238154,161,Acetaminophen,Anilides
238154,161,Acetaminophen,Central Nervous System Stimulants
238154,161,Acetaminophen,Phosphodiesterase Inhibitors
238154,161,Acetaminophen,Purinergic P1 Receptor Antagonists
238154,161,Acetaminophen,Xanthine derivatives
238154,161,Acetaminophen,"Anti-Inflammatory Agents, Non-Steroidal"
238755,5492,Hydrocortisone,Anti-Inflammatory Agents
238755,5492,Hydrocortisone,Corticosteroids for local oral treatment
238755,5492,Hydrocortisone,Corticosteroids acting locally
238755,5492,Hydrocortisone,Corticosteroids
238755,5492,Hydrocortisone,"Corticosteroids, weak (group I)"
238755,5492,Hydrocortisone,"Corticosteroids, weak, other combinations"
238755,5492,Hydrocortisone,Glucocorticoids
238755,5492,Hydrocortisone,"Corticosteroids, plain"
238755,5492,Hydrocortisone,Corticosteroids/antiinfectives/mydriatics in combination
238755,5492,Hydrocortisone,Corticosteroids
239177,4492,Fluorouracil,Antimetabolites
239177,4492,Fluorouracil,"Antimetabolites, Antineoplastic"
239177,4492,Fluorouracil,Immunosuppressive Agents
239177,4492,Fluorouracil,Pyrimidine analogues
242946,4917,Nitroglycerin,Vasodilator Agents
242946,4917,Nitroglycerin,Organic nitrates
242946,4917,Nitroglycerin,Muscle relaxants
245314,435,Albuterol,Bronchodilator Agents
245314,435,Albuterol,Tocolytic Agents
245314,435,Albuterol,Adrenergic beta-2 Receptor Agonists
245314,435,Albuterol,Selective beta-2-adrenoreceptor agonists
245314,435,Albuterol,Selective beta-2-adrenoreceptor agonists
261315,260101,Oseltamivir,Antiviral Agents
261315,260101,Oseltamivir,Enzyme Inhibitors
261315,260101,Oseltamivir,Neuraminidase inhibitors
262091,190376,linezolid,Anti-Bacterial Agents
262091,190376,linezolid,Protein Synthesis Inhibitors
262091,190376,linezolid,Other antibacterials
262095,83367,atorvastatin,Anticholesteremic Agents
262095,83367,atorvastatin,Hydroxymethylglutaryl-CoA Reductase Inhibitors
262095,83367,atorvastatin,HMG CoA reductase inhibitors
2623,2623,Clotrimazole,"Anti-Infective Agents, Local"
2623,2623,Clotrimazole,Antifungal Agents
2623,2623,Clotrimazole,14-alpha Demethylase Inhibitors
2623,2623,Clotrimazole,Antiinfectives and antiseptics for local oral treatment
2623,2623,Clotrimazole,Imidazole and triazole derivatives
2623,2623,Clotrimazole,Imidazole derivatives
267396,1815,Bupivacaine,"Anesthetics, Local"
267396,1815,Bupivacaine,Amides
267396,1815,Bupivacaine,"Anesthetics, Local"
27729,27729,iodixanol,Contrast Media
27729,27729,iodixanol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
27792,27792,ioversol,Contrast Media
27792,27792,ioversol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
283669,40790,pantoprazole,Anti-Ulcer Agents
283669,40790,pantoprazole,Proton Pump Inhibitors
283669,40790,pantoprazole,Proton pump inhibitors
283672,2556,Citalopram,Serotonin Uptake Inhibitors
283672,2556,Citalopram,"Antidepressive Agents, Second-Generation"
283672,2556,Citalopram,Selective serotonin reuptake inhibitors
283753,283753,Perflutren,Contrast Media
284215,2582,Clindamycin,Anti-Bacterial Agents
284215,2582,Clindamycin,Protein Synthesis Inhibitors
284215,2582,Clindamycin,Antiinfectives for treatment of acne
284215,2582,Clindamycin,Antibiotics
284215,2582,Clindamycin,Lincosamides
284405,49247,dofetilide,Anti-Arrhythmia Agents
284405,49247,dofetilide,Potassium Channel Blockers
284405,49247,dofetilide,"Antiarrhythmics, class III"
284481,82122,Levofloxacin,"Anti-Infective Agents, Urinary"
284481,82122,Levofloxacin,Anti-Bacterial Agents
284481,82122,Levofloxacin,Topoisomerase II Inhibitors
284481,82122,Levofloxacin,Cytochrome P-450 CYP1A2 Inhibitors
284481,82122,Levofloxacin,Fluoroquinolones
284481,82122,Levofloxacin,Fluoroquinolones
285016,49247,dofetilide,Anti-Arrhythmia Agents
285016,49247,dofetilide,Potassium Channel Blockers
285016,49247,dofetilide,"Antiarrhythmics, class III"
287575,10528,Thrombin,Hemostatics
287575,10528,Thrombin,Local hemostatics
287575,10528,Thrombin,Blood coagulation factors
287575,10528,Thrombin,Fibrinogen
296,296,Adenosine,Analgesics
296,296,Adenosine,Anti-Arrhythmia Agents
296,296,Adenosine,Vasodilator Agents
296,296,Adenosine,Purinergic P1 Receptor Agonists
296,296,Adenosine,Other cardiac preparations
308416,1191,Aspirin,"Anti-Inflammatory Agents, Non-Steroidal"
308416,1191,Aspirin,Fibrinolytic Agents
308416,1191,Aspirin,Platelet Aggregation Inhibitors
308416,1191,Aspirin,Cyclooxygenase Inhibitors
308416,1191,Aspirin,Antipyretics
308416,1191,Aspirin,Other agents for local oral treatment
308416,1191,Aspirin,Platelet aggregation inhibitors excl. heparin
308416,1191,Aspirin,Salicylic acid and derivatives
308460,18631,Azithromycin,Anti-Bacterial Agents
308460,18631,Azithromycin,Macrolides
308460,18631,Azithromycin,Antibiotics
308512,1291,Bacitracin,"Anti-Infective Agents, Local"
308512,1291,Bacitracin,Anti-Bacterial Agents
308512,1291,Bacitracin,Other antibiotics for topical use
308512,1291,Bacitracin,Other antibacterials
308512,1291,Bacitracin,Antibiotics
308512,1291,Bacitracin,Anti-Bacterial Agents
308512,1291,Bacitracin,Antibiotics
308512,1291,Bacitracin,Polymyxins
308512,1291,Bacitracin,Antibiotics
308512,1291,Bacitracin,Antiinfectives
308512,1291,Bacitracin,Antiinfectives
309097,2194,Cefuroxime,Anti-Bacterial Agents
309097,2194,Cefuroxime,Second-generation cephalosporins
309097,2194,Cefuroxime,Antibiotics
309098,2194,Cefuroxime,Anti-Bacterial Agents
309098,2194,Cefuroxime,Second-generation cephalosporins
309098,2194,Cefuroxime,Antibiotics
309112,2231,Cephalexin,Anti-Bacterial Agents
309112,2231,Cephalexin,First-generation cephalosporins
309114,2231,Cephalexin,Anti-Bacterial Agents
309114,2231,Cephalexin,First-generation cephalosporins
309309,2551,Ciprofloxacin,Anti-Bacterial Agents
309309,2551,Ciprofloxacin,Topoisomerase II Inhibitors
309309,2551,Ciprofloxacin,Cytochrome P-450 CYP1A2 Inhibitors
309309,2551,Ciprofloxacin,Fluoroquinolones
309309,2551,Ciprofloxacin,Fluoroquinolones
309309,2551,Ciprofloxacin,Antiinfectives
309309,2551,Ciprofloxacin,Antiinfectives
309314,2556,Citalopram,Serotonin Uptake Inhibitors
309314,2556,Citalopram,"Antidepressive Agents, Second-Generation"
309314,2556,Citalopram,Selective serotonin reuptake inhibitors
310132,3992,Epinephrine,Adrenergic alpha-Agonists
310132,3992,Epinephrine,Adrenergic beta-Agonists
310132,3992,Epinephrine,Bronchodilator Agents
310132,3992,Epinephrine,Mydriatics
310132,3992,Epinephrine,Sympathomimetics
310132,3992,Epinephrine,Vasoconstrictor Agents
310132,3992,Epinephrine,Other agents for local oral treatment
310132,3992,Epinephrine,Local hemostatics
310132,3992,Epinephrine,Adrenergic and dopaminergic agents
310132,3992,Epinephrine,"Sympathomimetics, plain"
310132,3992,Epinephrine,Alpha- and beta-adrenoreceptor agonists
310132,3992,Epinephrine,Sympathomimetics in glaucoma therapy
310149,4053,Erythromycin,Anti-Bacterial Agents
310149,4053,Erythromycin,Gastrointestinal Agents
310149,4053,Erythromycin,Protein Synthesis Inhibitors
310149,4053,Erythromycin,Antiinfectives for treatment of acne
310149,4053,Erythromycin,Macrolides
310149,4053,Erythromycin,Antibiotics
310273,4278,Famotidine,Anti-Ulcer Agents
310273,4278,Famotidine,Histamine H2 Antagonists
310273,4278,Famotidine,H2-receptor antagonists
310384,4493,Fluoxetine,Serotonin Uptake Inhibitors
310384,4493,Fluoxetine,"Antidepressive Agents, Second-Generation"
310384,4493,Fluoxetine,Cytochrome P-450 CYP2D6 Inhibitors
310384,4493,Fluoxetine,Selective serotonin reuptake inhibitors
310385,4493,Fluoxetine,Serotonin Uptake Inhibitors
310385,4493,Fluoxetine,"Antidepressive Agents, Second-Generation"
310385,4493,Fluoxetine,Cytochrome P-450 CYP2D6 Inhibitors
310385,4493,Fluoxetine,Selective serotonin reuptake inhibitors
310429,4603,Furosemide,Diuretics
310429,4603,Furosemide,Sodium Potassium Chloride Symporter Inhibitors
310429,4603,Furosemide,"Sulfonamides, plain"
310433,25480,gabapentin,Analgesics
310433,25480,gabapentin,Anticonvulsants
310433,25480,gabapentin,Anti-Anxiety Agents
310433,25480,gabapentin,Excitatory Amino Acid Antagonists
310433,25480,gabapentin,Antimanic Agents
310433,25480,gabapentin,Other antiepileptics
310490,4821,Glipizide,Hypoglycemic Agents
310490,4821,Glipizide,Sulfonylureas
310604,5032,Guaifenesin,Expectorants
310604,5032,Guaifenesin,Expectorants
310798,5487,Hydrochlorothiazide,Antihypertensive Agents
310798,5487,Hydrochlorothiazide,Diuretics
310798,5487,Hydrochlorothiazide,Sodium Chloride Symporter Inhibitors
310798,5487,Hydrochlorothiazide,"Thiazides, plain"
310891,5492,Hydrocortisone,Anti-Inflammatory Agents
310891,5492,Hydrocortisone,Corticosteroids for local oral treatment
310891,5492,Hydrocortisone,Corticosteroids acting locally
310891,5492,Hydrocortisone,Corticosteroids
310891,5492,Hydrocortisone,"Corticosteroids, weak (group I)"
310891,5492,Hydrocortisone,"Corticosteroids, weak, other combinations"
310891,5492,Hydrocortisone,Glucocorticoids
310891,5492,Hydrocortisone,"Corticosteroids, plain"
310891,5492,Hydrocortisone,Corticosteroids/antiinfectives/mydriatics in combination
310891,5492,Hydrocortisone,Corticosteroids
311288,114477,Levetiracetam,Anticonvulsants
311288,114477,Levetiracetam,Nootropic Agents
311288,114477,Levetiracetam,Other antiepileptics
311289,114477,Levetiracetam,Anticonvulsants
311289,114477,Levetiracetam,Nootropic Agents
311289,114477,Levetiracetam,Other antiepileptics
311353,29046,Lisinopril,Angiotensin-Converting Enzyme Inhibitors
311353,29046,Lisinopril,Antihypertensive Agents
311353,29046,Lisinopril,Cardiotonic Agents
311353,29046,Lisinopril,"ACE inhibitors, plain"
311354,29046,Lisinopril,Angiotensin-Converting Enzyme Inhibitors
311354,29046,Lisinopril,Antihypertensive Agents
311354,29046,Lisinopril,Cardiotonic Agents
311354,29046,Lisinopril,"ACE inhibitors, plain"
311372,28889,Loratadine,Antipruritics
311372,28889,Loratadine,Anti-Allergic Agents
311372,28889,Loratadine,"Histamine H1 Antagonists, Non-Sedating"
311372,28889,Loratadine,Other antihistamines for systemic use
311659,6902,Methylprednisolone,Anti-Inflammatory Agents
311659,6902,Methylprednisolone,Antiemetics
311659,6902,Methylprednisolone,Glucocorticoids
311659,6902,Methylprednisolone,Neuroprotective Agents
311659,6902,Methylprednisolone,"Corticosteroids, weak (group I)"
311659,6902,Methylprednisolone,"Corticosteroids, combinations for treatment of acne"
311659,6902,Methylprednisolone,Glucocorticoids
311666,6915,Metoclopramide,Antiemetics
311666,6915,Metoclopramide,Dopamine D2 Receptor Antagonists
311666,6915,Metoclopramide,Propulsives
311668,6915,Metoclopramide,Antiemetics
311668,6915,Metoclopramide,Dopamine D2 Receptor Antagonists
311668,6915,Metoclopramide,Propulsives
311671,6916,Metolazone,Antihypertensive Agents
311671,6916,Metolazone,Diuretics
311671,6916,Metolazone,Sodium Chloride Symporter Inhibitors
311671,6916,Metolazone,"Sulfonamides, plain"
311681,6922,Metronidazole,Anti-Infective Agents
311681,6922,Metronidazole,Anti-Bacterial Agents
311681,6922,Metronidazole,Antiprotozoal Agents
311681,6922,Metronidazole,Antiinfectives and antiseptics for local oral treatment
311681,6922,Metronidazole,Other chemotherapeutics
311681,6922,Metronidazole,Imidazole derivatives
311681,6922,Metronidazole,Imidazole derivatives
311681,6922,Metronidazole,Nitroimidazole derivatives
311700,6960,Midazolam,"Adjuvants, Anesthesia"
311700,6960,Midazolam,Hypnotics and Sedatives
311700,6960,Midazolam,Anti-Anxiety Agents
311700,6960,Midazolam,"Anesthetics, Intravenous"
311700,6960,Midazolam,GABA Modulators
311700,6960,Midazolam,Benzodiazepine derivatives
311702,6960,Midazolam,"Adjuvants, Anesthesia"
311702,6960,Midazolam,Hypnotics and Sedatives
311702,6960,Midazolam,Anti-Anxiety Agents
311702,6960,Midazolam,"Anesthetics, Intravenous"
311702,6960,Midazolam,GABA Modulators
311702,6960,Midazolam,Benzodiazepine derivatives
311935,7315,Neostigmine,Cholinesterase Inhibitors
311935,7315,Neostigmine,Parasympathomimetics
311935,7315,Neostigmine,Anticholinesterases
311935,7315,Neostigmine,Parasympathomimetics
311935,7315,Neostigmine,Cholinesterase Inhibitors
311935,7315,Neostigmine,Parasympathomimetics
311936,7315,Neostigmine,Cholinesterase Inhibitors
311936,7315,Neostigmine,Parasympathomimetics
311936,7315,Neostigmine,Anticholinesterases
311936,7315,Neostigmine,Parasympathomimetics
311936,7315,Neostigmine,Cholinesterase Inhibitors
311936,7315,Neostigmine,Parasympathomimetics
312055,7597,Nystatin,Anti-Bacterial Agents
312055,7597,Nystatin,Antifungal Agents
312055,7597,Nystatin,Ionophores
312055,7597,Nystatin,Antibiotics
312055,7597,Nystatin,Antibiotics
312055,7597,Nystatin,Antibiotics
312615,8640,Prednisone,Anti-Inflammatory Agents
312615,8640,Prednisone,Glucocorticoids
312615,8640,Prednisone,"Antineoplastic Agents, Hormonal"
312615,8640,Prednisone,Corticosteroids acting locally
312615,8640,Prednisone,Glucocorticoids
312617,8640,Prednisone,Anti-Inflammatory Agents
312617,8640,Prednisone,Glucocorticoids
312617,8640,Prednisone,"Antineoplastic Agents, Hormonal"
312617,8640,Prednisone,Corticosteroids acting locally
312617,8640,Prednisone,Glucocorticoids
313096,9997,Spironolactone,Mineralocorticoid Receptor Antagonists
313096,9997,Spironolactone,Diuretics
313096,9997,Spironolactone,Aldosterone antagonists
313123,10156,Sucralfate,Anti-Ulcer Agents
313123,10156,Sucralfate,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
313324,10454,Thiamine,Vitamin B Complex
313324,10454,Thiamine,"Vitamin B1, plain"
313988,4603,Furosemide,Diuretics
313988,4603,Furosemide,Sodium Potassium Chloride Symporter Inhibitors
313988,4603,Furosemide,"Sulfonamides, plain"
314076,29046,Lisinopril,Angiotensin-Converting Enzyme Inhibitors
314076,29046,Lisinopril,Antihypertensive Agents
314076,29046,Lisinopril,Cardiotonic Agents
314076,29046,Lisinopril,"ACE inhibitors, plain"
314077,29046,Lisinopril,Angiotensin-Converting Enzyme Inhibitors
314077,29046,Lisinopril,Antihypertensive Agents
314077,29046,Lisinopril,Cardiotonic Agents
314077,29046,Lisinopril,"ACE inhibitors, plain"
314106,6922,Metronidazole,Anti-Infective Agents
314106,6922,Metronidazole,Anti-Bacterial Agents
314106,6922,Metronidazole,Antiprotozoal Agents
314106,6922,Metronidazole,Antiinfectives and antiseptics for local oral treatment
314106,6922,Metronidazole,Other chemotherapeutics
314106,6922,Metronidazole,Imidazole derivatives
314106,6922,Metronidazole,Imidazole derivatives
314106,6922,Metronidazole,Nitroimidazole derivatives
314200,40790,pantoprazole,Anti-Ulcer Agents
314200,40790,pantoprazole,Proton Pump Inhibitors
314200,40790,pantoprazole,Proton pump inhibitors
314216,9796,Simethicone,Antifoaming Agents
314216,9796,Simethicone,Emollients
314234,10156,Sucralfate,Anti-Ulcer Agents
314234,10156,Sucralfate,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
314238,10869,Tropicamide,Mydriatics
314238,10869,Tropicamide,Muscarinic Antagonists
314238,10869,Tropicamide,Anticholinergics
318272,1191,Aspirin,"Anti-Inflammatory Agents, Non-Steroidal"
318272,1191,Aspirin,Fibrinolytic Agents
318272,1191,Aspirin,Platelet Aggregation Inhibitors
318272,1191,Aspirin,Cyclooxygenase Inhibitors
318272,1191,Aspirin,Antipyretics
318272,1191,Aspirin,Other agents for local oral treatment
318272,1191,Aspirin,Platelet aggregation inhibitors excl. heparin
318272,1191,Aspirin,Salicylic acid and derivatives
3264,3264,Dexamethasone,Anti-Bacterial Agents
3264,3264,Dexamethasone,Anti-Inflammatory Agents
3264,3264,Dexamethasone,Glucocorticoids
3264,3264,Dexamethasone,Anti-Inflammatory Agents
3264,3264,Dexamethasone,Antiemetics
3264,3264,Dexamethasone,Glucocorticoids
3264,3264,Dexamethasone,"Antineoplastic Agents, Hormonal"
3264,3264,Dexamethasone,Corticosteroids for local oral treatment
3264,3264,Dexamethasone,Corticosteroids
3264,3264,Dexamethasone,"Corticosteroids, moderately potent (group II)"
3264,3264,Dexamethasone,"Corticosteroids, moderately potent, other combinations"
3264,3264,Dexamethasone,"Corticosteroids, combinations for treatment of acne"
3264,3264,Dexamethasone,Glucocorticoids
3264,3264,Dexamethasone,Corticosteroids
3264,3264,Dexamethasone,"Corticosteroids, plain"
3264,3264,Dexamethasone,Corticosteroids/antiinfectives/mydriatics in combination
3264,3264,Dexamethasone,Corticosteroids
3264,3264,Dexamethasone,Corticosteroids
3264,3264,Dexamethasone,Anti-Inflammatory Agents
3264,3264,Dexamethasone,Glucocorticoids
3264,3264,Dexamethasone,Anti-Allergic Agents
3264,3264,Dexamethasone,Glucocorticoids
3322,3322,Diazepam,"Adjuvants, Anesthesia"
3322,3322,Diazepam,Anticonvulsants
3322,3322,Diazepam,Antiemetics
3322,3322,Diazepam,Hypnotics and Sedatives
3322,3322,Diazepam,"Muscle Relaxants, Central"
3322,3322,Diazepam,Anti-Anxiety Agents
3322,3322,Diazepam,"Anesthetics, Intravenous"
3322,3322,Diazepam,GABA Modulators
3322,3322,Diazepam,Benzodiazepine derivatives
33290,33290,phenol,"Anti-Infective Agents, Local"
33290,33290,phenol,Disinfectants
33290,33290,phenol,Sclerosing Solutions
33290,33290,phenol,Sclerosing agents for local injection
33290,33290,phenol,Phenol and derivatives
33290,33290,phenol,Other local anesthetics
33290,33290,phenol,Antiseptics
34372,8638,prednisolone,Anti-Inflammatory Agents
34372,8638,prednisolone,Anti-Inflammatory Agents
34372,8638,prednisolone,Glucocorticoids
34372,8638,prednisolone,"Antineoplastic Agents, Hormonal"
34372,8638,prednisolone,Corticosteroids acting locally
34372,8638,prednisolone,Corticosteroids
34372,8638,prednisolone,"Corticosteroids, weak (group I)"
34372,8638,prednisolone,"Corticosteroids, weak, other combinations"
34372,8638,prednisolone,Glucocorticoids
34372,8638,prednisolone,Corticosteroids
34372,8638,prednisolone,"Corticosteroids, plain"
34372,8638,prednisolone,Corticosteroids/antiinfectives/mydriatics in combination
34372,8638,prednisolone,Corticosteroids
34372,8638,prednisolone,Corticosteroids
351254,59078,metaxalone,Neuromuscular Agents
351761,69749,valsartan,Antihypertensive Agents
351761,69749,valsartan,Angiotensin II Type 1 Receptor Blockers
351761,69749,valsartan,"Angiotensin II receptor blockers (ARBs), plain"
351762,69749,valsartan,Antihypertensive Agents
351762,69749,valsartan,Angiotensin II Type 1 Receptor Blockers
351762,69749,valsartan,"Angiotensin II receptor blockers (ARBs), plain"
351906,18993,benzonatate,Antitussive Agents
351906,18993,benzonatate,Other cough suppressants
352125,40790,pantoprazole,Anti-Ulcer Agents
352125,40790,pantoprazole,Proton Pump Inhibitors
352125,40790,pantoprazole,Proton pump inhibitors
352272,321988,Escitalopram,Serotonin Uptake Inhibitors
352272,321988,Escitalopram,"Antidepressive Agents, Second-Generation"
352272,321988,Escitalopram,Selective serotonin reuptake inhibitors
352273,321988,Escitalopram,Serotonin Uptake Inhibitors
352273,321988,Escitalopram,"Antidepressive Agents, Second-Generation"
352273,321988,Escitalopram,Selective serotonin reuptake inhibitors
352304,341248,ezetimibe,Anticholesteremic Agents
352304,341248,ezetimibe,Other lipid modifying agents
352721,325642,ertapenem,Anti-Bacterial Agents
352721,325642,ertapenem,Carbapenems
352721,325642,ertapenem,Anti-Bacterial Agents
3565,10154,Succinylcholine,Neuromuscular Depolarizing Agents
3565,10154,Succinylcholine,Choline derivatives
3565,10154,Succinylcholine,Neuromuscular Depolarizing Agents
359601,5032,Guaifenesin,Expectorants
359601,5032,Guaifenesin,Expectorants
391937,6218,Lactulose,Gastrointestinal Agents
391937,6218,Lactulose,Osmotically acting laxatives
402014,7646,Omeprazole,Anti-Ulcer Agents
402014,7646,Omeprazole,Proton Pump Inhibitors
402014,7646,Omeprazole,Proton pump inhibitors
403818,139462,moxifloxacin,Anti-Bacterial Agents
403818,139462,moxifloxacin,Topoisomerase II Inhibitors
403818,139462,moxifloxacin,Fluoroquinolones
403818,139462,moxifloxacin,Fluoroquinolones
404965,22299,Daptomycin,Anti-Bacterial Agents
404965,22299,Daptomycin,Other antibacterials
42933,10600,Timolol,Adrenergic beta-Antagonists
42933,10600,Timolol,Anti-Arrhythmia Agents
42933,10600,Timolol,Antihypertensive Agents
42933,10600,Timolol,"Beta blocking agents, non-selective"
42933,10600,Timolol,Beta blocking agents
42933,10600,Timolol,Adrenergic beta-Antagonists
42933,10600,Timolol,Anti-Arrhythmia Agents
42933,10600,Timolol,Antihypertensive Agents
429503,5487,Hydrochlorothiazide,Antihypertensive Agents
429503,5487,Hydrochlorothiazide,Diuretics
429503,5487,Hydrochlorothiazide,Sodium Chloride Symporter Inhibitors
429503,5487,Hydrochlorothiazide,"Thiazides, plain"
4336,4337,Fentanyl,"Analgesics, Opioid"
4336,4337,Fentanyl,"Adjuvants, Anesthesia"
4336,4337,Fentanyl,Narcotics
4336,4337,Fentanyl,"Anesthetics, Intravenous"
4336,4337,Fentanyl,"Analgesics, Opioid"
4336,4337,Fentanyl,"Adjuvants, Anesthesia"
4336,4337,Fentanyl,Narcotics
4336,4337,Fentanyl,"Anesthetics, Intravenous"
4336,4337,Fentanyl,Opioid anesthetics
4336,4337,Fentanyl,Phenylpiperidine derivatives
4603,4603,Furosemide,Sulfonamides and potassium in combination
4603,4603,Furosemide,Diuretics
4603,4603,Furosemide,Sodium Potassium Chloride Symporter Inhibitors
4603,4603,Furosemide,"Sulfonamides, plain"
466541,7299,Neomycin,Anti-Bacterial Agents
466541,7299,Neomycin,Protein Synthesis Inhibitors
466541,7299,Neomycin,Antiinfectives and antiseptics for local oral treatment
466541,7299,Neomycin,Antibiotics
466541,7299,Neomycin,Antiinfectives
466541,7299,Neomycin,Other antibiotics for topical use
466541,7299,Neomycin,Other aminoglycosides
466541,7299,Neomycin,Antibiotics
466541,7299,Neomycin,Antibiotics
466541,7299,Neomycin,Antiinfectives
466541,7299,Neomycin,Antiinfectives
466541,7299,Neomycin,Anti-Bacterial Agents
466541,7299,Neomycin,Antibiotics
466541,7299,Neomycin,Polymyxins
466541,7299,Neomycin,Antibiotics
466541,7299,Neomycin,Antiinfectives
466541,7299,Neomycin,Antiinfectives
4850,4850,Glucose,Other irrigating solutions
4850,4850,Glucose,Tests for diabetes
4850,4850,Glucose,Carbohydrates
48933,3264,Dexamethasone,Anti-Inflammatory Agents
48933,3264,Dexamethasone,Antiemetics
48933,3264,Dexamethasone,Glucocorticoids
